time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019/01/01 00:00:00,0.585,0.103,0.017,9.867
2019/01/01 01:00:00,0,0,0,7.323
2019/01/01 02:00:00,0,0,0,6.386
2019/01/01 03:00:00,0,0,0,5.633
2019/01/01 04:00:00,0,0,0,5.122
2019/01/01 05:00:00,0,0,0,4.771
2019/01/01 06:00:00,0,0,0,4.476
2019/01/01 07:00:00,0,0,0,4.2
2019/01/01 08:00:00,0,0,0,3.853
2019/01/01 09:00:00,0,0,0,3.434
2019/01/01 10:00:00,0,0,0,3.128
2019/01/01 11:00:00,0,0,0,3.151
2019/01/01 12:00:00,0,0,0,2.952
2019/01/01 13:00:00,0,0,0,2.755
2019/01/01 14:00:00,0,0,0,2.527
2019/01/01 15:00:00,1.118,0.172,0.036,3.467
2019/01/01 16:00:00,2.718,0.431,0.073,6.098
2019/01/01 17:00:00,3.815,0.646,0.092,8.556
2019/01/01 18:00:00,4.464,0.789,0.104,10.212
2019/01/01 19:00:00,4.746,0.857,0.11,11.162
2019/01/01 20:00:00,4.681,0.843,0.111,11.618
2019/01/01 21:00:00,4.262,0.748,0.105,11.732
2019/01/01 22:00:00,3.455,0.579,0.092,11.606
2019/01/01 23:00:00,2.192,0.343,0.071,10.956
2019/01/02 00:00:00,0.618,0.108,0.017,8.119
2019/01/02 01:00:00,0,0,0,5.805
2019/01/02 02:00:00,0,0,0,4.952
2019/01/02 03:00:00,0,0,0,4.33
2019/01/02 04:00:00,0,0,0,4.429
2019/01/02 05:00:00,0,0,0,4.442
2019/01/02 06:00:00,0,0,0,4.516
2019/01/02 07:00:00,0,0,0,4.658
2019/01/02 08:00:00,0,0,0,4.694
2019/01/02 09:00:00,0,0,0,4.702
2019/01/02 10:00:00,0,0,0,4.548
2019/01/02 11:00:00,0,0,0,4.278
2019/01/02 12:00:00,0,0,0,4.135
2019/01/02 13:00:00,0,0,0,4.11
2019/01/02 14:00:00,0,0,0,4.183
2019/01/02 15:00:00,1.037,0.158,0.038,5.208
2019/01/02 16:00:00,2.57,0.402,0.079,8.489
2019/01/02 17:00:00,3.639,0.608,0.101,10.871
2019/01/02 18:00:00,4.271,0.745,0.115,12.613
2019/01/02 19:00:00,4.54,0.81,0.122,13.957
2019/01/02 20:00:00,4.468,0.798,0.122,14.896
2019/01/02 21:00:00,4.05,0.705,0.115,15.276
2019/01/02 22:00:00,3.259,0.54,0.101,14.994
2019/01/02 23:00:00,2.018,0.309,0.077,13.887
2019/01/03 00:00:00,0.546,0.096,0.018,11.029
2019/01/03 01:00:00,0,0,0,9.249
2019/01/03 02:00:00,0,0,0,8.333
2019/01/03 03:00:00,0,0,0,7.829
2019/01/03 04:00:00,0,0,0,7.399
2019/01/03 05:00:00,0,0,0,6.782
2019/01/03 06:00:00,0,0,0,6.069
2019/01/03 07:00:00,0,0,0,5.454
2019/01/03 08:00:00,0,0,0,4.992
2019/01/03 09:00:00,0,0,0,4.711
2019/01/03 10:00:00,0,0,0,4.495
2019/01/03 11:00:00,0,0,0,4.31
2019/01/03 12:00:00,0,0,0,4.22
2019/01/03 13:00:00,0,0,0,4.169
2019/01/03 14:00:00,0,0,0,4.124
2019/01/03 15:00:00,1.015,0.154,0.039,5.453
2019/01/03 16:00:00,2.602,0.41,0.078,8.906
2019/01/03 17:00:00,3.668,0.62,0.099,11.773
2019/01/03 18:00:00,4.293,0.762,0.111,14.363
2019/01/03 19:00:00,4.556,0.828,0.118,15.771
2019/01/03 20:00:00,4.481,0.813,0.119,16.55
2019/01/03 21:00:00,4.07,0.721,0.112,16.924
2019/01/03 22:00:00,3.286,0.555,0.098,16.868
2019/01/03 23:00:00,2.064,0.324,0.075,15.824
2019/01/04 00:00:00,0.589,0.104,0.018,12.999
2019/01/04 01:00:00,0,0,0,11.21
2019/01/04 02:00:00,0,0,0,9.847
2019/01/04 03:00:00,0,0,0,8.9
2019/01/04 04:00:00,0,0,0,8.225
2019/01/04 05:00:00,0,0,0,7.672
2019/01/04 06:00:00,0,0,0,7.235
2019/01/04 07:00:00,0,0,0,6.882
2019/01/04 08:00:00,0,0,0,6.513
2019/01/04 09:00:00,0,0,0,6.186
2019/01/04 10:00:00,0,0,0,6.101
2019/01/04 11:00:00,0,0,0,6.09
2019/01/04 12:00:00,0,0,0,6.027
2019/01/04 13:00:00,0,0,0,5.978
2019/01/04 14:00:00,0,0,0,5.908
2019/01/04 15:00:00,0.963,0.145,0.04,6.95
2019/01/04 16:00:00,2.448,0.378,0.085,10.737
2019/01/04 17:00:00,3.498,0.579,0.108,13.341
2019/01/04 18:00:00,4.201,0.738,0.118,15.211
2019/01/04 19:00:00,4.464,0.803,0.125,16.603
2019/01/04 20:00:00,4.389,0.789,0.125,17.542
2019/01/04 21:00:00,3.966,0.693,0.119,17.823
2019/01/04 22:00:00,3.186,0.528,0.105,17.331
2019/01/04 23:00:00,1.973,0.301,0.079,15.876
2019/01/05 00:00:00,0.3,0.038,0.031,12.195
2019/01/05 01:00:00,0,0,0,10.24
2019/01/05 02:00:00,0,0,0,9.69
2019/01/05 03:00:00,0,0,0,9.381
2019/01/05 04:00:00,0,0,0,9.37
2019/01/05 05:00:00,0,0,0,9.196
2019/01/05 06:00:00,0,0,0,8.94
2019/01/05 07:00:00,0,0,0,8.793
2019/01/05 08:00:00,0,0,0,8.863
2019/01/05 09:00:00,0,0,0,8.821
2019/01/05 10:00:00,0,0,0,8.828
2019/01/05 11:00:00,0,0,0,8.905
2019/01/05 12:00:00,0,0,0,8.871
2019/01/05 13:00:00,0,0,0,8.82
2019/01/05 14:00:00,0,0,0,8.879
2019/01/05 15:00:00,0.023,0.001,0.012,9.04
2019/01/05 16:00:00,0.186,0.002,0.046,9.947
2019/01/05 17:00:00,0.445,0.004,0.092,11.22
2019/01/05 18:00:00,0.646,0.006,0.126,11.897
2019/01/05 19:00:00,0.584,0.004,0.117,12.021
2019/01/05 20:00:00,0.479,0.003,0.099,11.828
2019/01/05 21:00:00,0.369,0.002,0.08,11.589
2019/01/05 22:00:00,0.191,0.001,0.048,11.416
2019/01/05 23:00:00,0.103,0.001,0.03,11.373
2019/01/06 00:00:00,0.011,0.002,0.008,11.208
2019/01/06 01:00:00,0,0,0,11.16
2019/01/06 02:00:00,0,0,0,11.308
2019/01/06 03:00:00,0,0,0,11.366
2019/01/06 04:00:00,0,0,0,11.378
2019/01/06 05:00:00,0,0,0,11.255
2019/01/06 06:00:00,0,0,0,10.945
2019/01/06 07:00:00,0,0,0,10.471
2019/01/06 08:00:00,0,0,0,9.855
2019/01/06 09:00:00,0,0,0,9.281
2019/01/06 10:00:00,0,0,0,8.66
2019/01/06 11:00:00,0,0,0,8.349
2019/01/06 12:00:00,0,0,0,8.304
2019/01/06 13:00:00,0,0,0,8.246
2019/01/06 14:00:00,0,0,0,8.073
2019/01/06 15:00:00,0.391,0.042,0.043,8.35
2019/01/06 16:00:00,1.381,0.138,0.123,9.341
2019/01/06 17:00:00,2.289,0.251,0.179,10.195
2019/01/06 18:00:00,3.934,0.624,0.153,11.746
2019/01/06 19:00:00,4.346,0.727,0.153,13.044
2019/01/06 20:00:00,4.27,0.711,0.153,13.591
2019/01/06 21:00:00,3.843,0.62,0.145,13.595
2019/01/06 22:00:00,3.046,0.463,0.126,13.107
2019/01/06 23:00:00,1.769,0.241,0.095,12.176
2019/01/07 00:00:00,0.282,0.036,0.029,10.512
2019/01/07 01:00:00,0,0,0,9.081
2019/01/07 02:00:00,0,0,0,9.063
2019/01/07 03:00:00,0,0,0,9.282
2019/01/07 04:00:00,0,0,0,9.343
2019/01/07 05:00:00,0,0,0,9.518
2019/01/07 06:00:00,0,0,0,9.602
2019/01/07 07:00:00,0,0,0,9.913
2019/01/07 08:00:00,0,0,0,10.198
2019/01/07 09:00:00,0,0,0,10.298
2019/01/07 10:00:00,0,0,0,10.356
2019/01/07 11:00:00,0,0,0,10.396
2019/01/07 12:00:00,0,0,0,10.374
2019/01/07 13:00:00,0,0,0,10.298
2019/01/07 14:00:00,0,0,0,10.191
2019/01/07 15:00:00,0.02,0.001,0.011,10.173
2019/01/07 16:00:00,0.206,0.002,0.049,10.459
2019/01/07 17:00:00,0.516,0.006,0.102,10.963
2019/01/07 18:00:00,0.751,0.009,0.142,11.531
2019/01/07 19:00:00,0.865,0.01,0.161,12.005
2019/01/07 20:00:00,0.928,0.012,0.17,12.448
2019/01/07 21:00:00,0.962,0.017,0.173,12.905
2019/01/07 22:00:00,0.841,0.019,0.148,13.194
2019/01/07 23:00:00,0.491,0.014,0.091,13.132
2019/01/08 00:00:00,0.088,0.009,0.019,12.309
2019/01/08 01:00:00,0,0,0,11.508
2019/01/08 02:00:00,0,0,0,10.46
2019/01/08 03:00:00,0,0,0,9.699
2019/01/08 04:00:00,0,0,0,9.426
2019/01/08 05:00:00,0,0,0,9.224
2019/01/08 06:00:00,0,0,0,9.085
2019/01/08 07:00:00,0,0,0,8.951
2019/01/08 08:00:00,0,0,0,8.871
2019/01/08 09:00:00,0,0,0,9.147
2019/01/08 10:00:00,0,0,0,9.45
2019/01/08 11:00:00,0,0,0,9.578
2019/01/08 12:00:00,0,0,0,9.642
2019/01/08 13:00:00,0,0,0,9.656
2019/01/08 14:00:00,0,0,0,9.546
2019/01/08 15:00:00,0.187,0.012,0.036,10.242
2019/01/08 16:00:00,0.704,0.031,0.112,12.314
2019/01/08 17:00:00,1.258,0.06,0.184,14.06
2019/01/08 18:00:00,1.768,0.101,0.24,15.923
2019/01/08 19:00:00,2.22,0.161,0.271,17.352
2019/01/08 20:00:00,2.545,0.233,0.267,18.075
2019/01/08 21:00:00,2.563,0.271,0.233,18.366
2019/01/08 22:00:00,1.908,0.185,0.187,18.115
2019/01/08 23:00:00,0.842,0.058,0.113,16.926
2019/01/09 00:00:00,0.127,0.012,0.024,14.041
2019/01/09 01:00:00,0,0,0,12.534
2019/01/09 02:00:00,0,0,0,12.096
2019/01/09 03:00:00,0,0,0,11.735
2019/01/09 04:00:00,0,0,0,11.281
2019/01/09 05:00:00,0,0,0,10.874
2019/01/09 06:00:00,0,0,0,10.64
2019/01/09 07:00:00,0,0,0,10.543
2019/01/09 08:00:00,0,0,0,10.616
2019/01/09 09:00:00,0,0,0,10.721
2019/01/09 10:00:00,0,0,0,10.849
2019/01/09 11:00:00,0,0,0,10.875
2019/01/09 12:00:00,0,0,0,10.699
2019/01/09 13:00:00,0,0,0,10.437
2019/01/09 14:00:00,0,0,0,10.234
2019/01/09 15:00:00,0.37,0.037,0.044,10.571
2019/01/09 16:00:00,1.246,0.113,0.128,12.672
2019/01/09 17:00:00,2.21,0.238,0.186,14.545
2019/01/09 18:00:00,3.036,0.386,0.211,16.143
2019/01/09 19:00:00,3.575,0.51,0.209,17.149
2019/01/09 20:00:00,3.395,0.465,0.216,17.698
2019/01/09 21:00:00,2.9,0.367,0.206,17.759
2019/01/09 22:00:00,2.396,0.305,0.162,17.417
2019/01/09 23:00:00,1.248,0.133,0.111,16.349
2019/01/10 00:00:00,0.172,0.02,0.026,13.684
2019/01/10 01:00:00,0,0,0,11.777
2019/01/10 02:00:00,0,0,0,11.453
2019/01/10 03:00:00,0,0,0,11.287
2019/01/10 04:00:00,0,0,0,11.356
2019/01/10 05:00:00,0,0,0,11.47
2019/01/10 06:00:00,0,0,0,11.366
2019/01/10 07:00:00,0,0,0,11.118
2019/01/10 08:00:00,0,0,0,11.003
2019/01/10 09:00:00,0,0,0,10.851
2019/01/10 10:00:00,0,0,0,10.517
2019/01/10 11:00:00,0,0,0,10.088
2019/01/10 12:00:00,0,0,0,9.569
2019/01/10 13:00:00,0,0,0,9.059
2019/01/10 14:00:00,0,0,0,8.602
2019/01/10 15:00:00,0.802,0.112,0.046,9.193
2019/01/10 16:00:00,2.063,0.284,0.106,11.532
2019/01/10 17:00:00,3.333,0.527,0.125,13.655
2019/01/10 18:00:00,4.076,0.696,0.133,16.023
2019/01/10 19:00:00,4.337,0.761,0.141,17.575
2019/01/10 20:00:00,4.27,0.746,0.141,18.077
2019/01/10 21:00:00,3.86,0.654,0.134,17.914
2019/01/10 22:00:00,3.085,0.493,0.117,17.278
2019/01/10 23:00:00,1.857,0.269,0.089,16.068
2019/01/11 00:00:00,0.287,0.036,0.032,13.407
2019/01/11 01:00:00,0,0,0,11.296
2019/01/11 02:00:00,0,0,0,10.879
2019/01/11 03:00:00,0,0,0,10.875
2019/01/11 04:00:00,0,0,0,10.733
2019/01/11 05:00:00,0,0,0,10.482
2019/01/11 06:00:00,0,0,0,10.197
2019/01/11 07:00:00,0,0,0,10.031
2019/01/11 08:00:00,0,0,0,9.947
2019/01/11 09:00:00,0,0,0,9.831
2019/01/11 10:00:00,0,0,0,9.614
2019/01/11 11:00:00,0,0,0,9.489
2019/01/11 12:00:00,0,0,0,9.232
2019/01/11 13:00:00,0,0,0,8.969
2019/01/11 14:00:00,0,0,0,8.622
2019/01/11 15:00:00,0.227,0.015,0.04,8.974
2019/01/11 16:00:00,0.873,0.048,0.124,11.162
2019/01/11 17:00:00,1.196,0.051,0.18,12.535
2019/01/11 18:00:00,1.277,0.041,0.206,13.57
2019/01/11 19:00:00,2.337,0.176,0.274,14.571
2019/01/11 20:00:00,3.457,0.455,0.231,15.743
2019/01/11 21:00:00,2.584,0.267,0.236,16.085
2019/01/11 22:00:00,1.337,0.077,0.184,15.53
2019/01/11 23:00:00,0.569,0.023,0.097,14.41
2019/01/12 00:00:00,0.068,0.004,0.02,12.347
2019/01/12 01:00:00,0,0,0,10.948
2019/01/12 02:00:00,0,0,0,10.478
2019/01/12 03:00:00,0,0,0,10.013
2019/01/12 04:00:00,0,0,0,9.595
2019/01/12 05:00:00,0,0,0,9.728
2019/01/12 06:00:00,0,0,0,9.871
2019/01/12 07:00:00,0,0,0,9.968
2019/01/12 08:00:00,0,0,0,10.002
2019/01/12 09:00:00,0,0,0,10.049
2019/01/12 10:00:00,0,0,0,10.31
2019/01/12 11:00:00,0,0,0,10.294
2019/01/12 12:00:00,0,0,0,10.103
2019/01/12 13:00:00,0,0,0,9.873
2019/01/12 14:00:00,0,0,0,9.68
2019/01/12 15:00:00,0.219,0.014,0.039,9.778
2019/01/12 16:00:00,1.086,0.077,0.133,10.796
2019/01/12 17:00:00,1.931,0.161,0.204,11.28
2019/01/12 18:00:00,2.313,0.188,0.251,11.924
2019/01/12 19:00:00,2.536,0.21,0.274,12.463
2019/01/12 20:00:00,2.582,0.224,0.27,12.867
2019/01/12 21:00:00,2.285,0.193,0.243,13.239
2019/01/12 22:00:00,1.559,0.108,0.19,13.373
2019/01/12 23:00:00,0.948,0.069,0.118,13.104
2019/01/13 00:00:00,0.207,0.021,0.031,11.898
2019/01/13 01:00:00,0,0,0,10.554
2019/01/13 02:00:00,0,0,0,9.582
2019/01/13 03:00:00,0,0,0,8.867
2019/01/13 04:00:00,0,0,0,8.273
2019/01/13 05:00:00,0,0,0,7.841
2019/01/13 06:00:00,0,0,0,7.56
2019/01/13 07:00:00,0,0,0,7.205
2019/01/13 08:00:00,0,0,0,6.704
2019/01/13 09:00:00,0,0,0,6.493
2019/01/13 10:00:00,0,0,0,6.312
2019/01/13 11:00:00,0,0,0,6.095
2019/01/13 12:00:00,0,0,0,5.832
2019/01/13 13:00:00,0,0,0,5.725
2019/01/13 14:00:00,0,0,0,5.703
2019/01/13 15:00:00,0.627,0.072,0.054,7.143
2019/01/13 16:00:00,1.144,0.083,0.136,9.76
2019/01/13 17:00:00,1.708,0.118,0.205,11.704
2019/01/13 18:00:00,3.216,0.404,0.224,13.873
2019/01/13 19:00:00,3.116,0.35,0.26,14.945
2019/01/13 20:00:00,1.625,0.065,0.247,14.804
2019/01/13 21:00:00,1.033,0.024,0.179,14.422
2019/01/13 22:00:00,0.617,0.011,0.117,13.94
2019/01/13 23:00:00,0.236,0.004,0.054,13.005
2019/01/14 00:00:00,0.025,0.001,0.012,11.763
2019/01/14 01:00:00,0,0,0,11.058
2019/01/14 02:00:00,0,0,0,9.999
2019/01/14 03:00:00,0,0,0,9.331
2019/01/14 04:00:00,0,0,0,9.023
2019/01/14 05:00:00,0,0,0,8.711
2019/01/14 06:00:00,0,0,0,8.487
2019/01/14 07:00:00,0,0,0,8.566
2019/01/14 08:00:00,0,0,0,8.777
2019/01/14 09:00:00,0,0,0,8.981
2019/01/14 10:00:00,0,0,0,9.349
2019/01/14 11:00:00,0,0,0,9.642
2019/01/14 12:00:00,0,0,0,9.829
2019/01/14 13:00:00,0,0,0,10.15
2019/01/14 14:00:00,0,0,0,10.469
2019/01/14 15:00:00,0.098,0.003,0.027,10.926
2019/01/14 16:00:00,0.336,0.004,0.072,11.316
2019/01/14 17:00:00,0.451,0.004,0.093,11.299
2019/01/14 18:00:00,0.499,0.003,0.102,10.72
2019/01/14 19:00:00,0.392,0.002,0.084,10.121
2019/01/14 20:00:00,0.292,0.001,0.066,9.906
2019/01/14 21:00:00,0.235,0.001,0.056,9.824
2019/01/14 22:00:00,0.16,0.001,0.042,9.811
2019/01/14 23:00:00,0.104,0.001,0.03,9.943
2019/01/15 00:00:00,0.011,0,0.009,10.033
2019/01/15 01:00:00,0,0,0,9.885
2019/01/15 02:00:00,0,0,0,9.755
2019/01/15 03:00:00,0,0,0,9.357
2019/01/15 04:00:00,0,0,0,9.214
2019/01/15 05:00:00,0,0,0,9.384
2019/01/15 06:00:00,0,0,0,9.602
2019/01/15 07:00:00,0,0,0,9.636
2019/01/15 08:00:00,0,0,0,9.536
2019/01/15 09:00:00,0,0,0,9.5
2019/01/15 10:00:00,0,0,0,9.403
2019/01/15 11:00:00,0,0,0,9.296
2019/01/15 12:00:00,0,0,0,9.031
2019/01/15 13:00:00,0,0,0,8.728
2019/01/15 14:00:00,0,0,0,8.579
2019/01/15 15:00:00,0.078,0.002,0.023,8.99
2019/01/15 16:00:00,0.424,0.008,0.084,10.188
2019/01/15 17:00:00,1.028,0.028,0.171,11.007
2019/01/15 18:00:00,1.863,0.095,0.258,11.905
2019/01/15 19:00:00,2.627,0.209,0.293,12.733
2019/01/15 20:00:00,2.282,0.146,0.289,13.066
2019/01/15 21:00:00,1.386,0.044,0.222,12.765
2019/01/15 22:00:00,0.767,0.015,0.139,12.064
2019/01/15 23:00:00,0.378,0.007,0.076,11.331
2019/01/16 00:00:00,0.026,0.001,0.012,10.613
2019/01/16 01:00:00,0,0,0,10.419
2019/01/16 02:00:00,0,0,0,10.714
2019/01/16 03:00:00,0,0,0,11.239
2019/01/16 04:00:00,0,0,0,11.8
2019/01/16 05:00:00,0,0,0,12.267
2019/01/16 06:00:00,0,0,0,12.447
2019/01/16 07:00:00,0,0,0,12.164
2019/01/16 08:00:00,0,0,0,11.775
2019/01/16 09:00:00,0,0,0,11.5
2019/01/16 10:00:00,0,0,0,11.228
2019/01/16 11:00:00,0,0,0,11.041
2019/01/16 12:00:00,0,0,0,10.818
2019/01/16 13:00:00,0,0,0,10.712
2019/01/16 14:00:00,0,0,0,10.632
2019/01/16 15:00:00,0.388,0.035,0.05,11.673
2019/01/16 16:00:00,1.162,0.09,0.136,13.146
2019/01/16 17:00:00,2.526,0.297,0.189,14.006
2019/01/16 18:00:00,3.44,0.476,0.204,14.918
2019/01/16 19:00:00,3.734,0.533,0.216,15.515
2019/01/16 20:00:00,3.542,0.481,0.224,15.694
2019/01/16 21:00:00,2.98,0.365,0.218,15.621
2019/01/16 22:00:00,1.654,0.127,0.192,15.208
2019/01/16 23:00:00,0.52,0.018,0.092,14.499
2019/01/17 00:00:00,0.041,0.001,0.016,13.761
2019/01/17 01:00:00,0,0,0,13.506
2019/01/17 02:00:00,0,0,0,13.564
2019/01/17 03:00:00,0,0,0,13.575
2019/01/17 04:00:00,0,0,0,13.63
2019/01/17 05:00:00,0,0,0,13.623
2019/01/17 06:00:00,0,0,0,13.507
2019/01/17 07:00:00,0,0,0,13.307
2019/01/17 08:00:00,0,0,0,13.23
2019/01/17 09:00:00,0,0,0,13.223
2019/01/17 10:00:00,0,0,0,13.156
2019/01/17 11:00:00,0,0,0,13.149
2019/01/17 12:00:00,0,0,0,13.259
2019/01/17 13:00:00,0,0,0,13.367
2019/01/17 14:00:00,0,0,0,13.466
2019/01/17 15:00:00,0.022,0.001,0.012,13.609
2019/01/17 16:00:00,0.161,0.001,0.042,13.899
2019/01/17 17:00:00,0.349,0.003,0.077,14.242
2019/01/17 18:00:00,0.679,0.006,0.133,14.623
2019/01/17 19:00:00,1.059,0.015,0.193,15.057
2019/01/17 20:00:00,1.406,0.033,0.24,15.241
2019/01/17 21:00:00,1.328,0.035,0.223,15.335
2019/01/17 22:00:00,0.814,0.015,0.149,14.937
2019/01/17 23:00:00,0.374,0.006,0.078,14.276
2019/01/18 00:00:00,0.049,0.003,0.017,13.322
2019/01/18 01:00:00,0,0,0,12.443
2019/01/18 02:00:00,0,0,0,11.941
2019/01/18 03:00:00,0,0,0,11.624
2019/01/18 04:00:00,0,0,0,11.414
2019/01/18 05:00:00,0,0,0,11.238
2019/01/18 06:00:00,0,0,0,11.006
2019/01/18 07:00:00,0,0,0,10.764
2019/01/18 08:00:00,0,0,0,10.453
2019/01/18 09:00:00,0,0,0,9.993
2019/01/18 10:00:00,0,0,0,9.689
2019/01/18 11:00:00,0,0,0,9.307
2019/01/18 12:00:00,0,0,0,9.244
2019/01/18 13:00:00,0,0,0,8.93
2019/01/18 14:00:00,0,0,0.001,8.7
2019/01/18 15:00:00,0.521,0.056,0.053,9.487
2019/01/18 16:00:00,2.088,0.278,0.116,11.426
2019/01/18 17:00:00,3.446,0.544,0.131,13.093
2019/01/18 18:00:00,4.037,0.666,0.15,14.965
2019/01/18 19:00:00,4.268,0.719,0.16,16.6
2019/01/18 20:00:00,4.165,0.697,0.162,17.621
2019/01/18 21:00:00,3.799,0.625,0.15,18.118
2019/01/18 22:00:00,2.934,0.444,0.137,17.972
2019/01/18 23:00:00,1.712,0.228,0.104,17.137
2019/01/19 00:00:00,0.428,0.059,0.035,14.976
2019/01/19 01:00:00,0,0,0,13.124
2019/01/19 02:00:00,0,0,0,12.183
2019/01/19 03:00:00,0,0,0,11.359
2019/01/19 04:00:00,0,0,0,10.833
2019/01/19 05:00:00,0,0,0,10.437
2019/01/19 06:00:00,0,0,0,10.066
2019/01/19 07:00:00,0,0,0,9.708
2019/01/19 08:00:00,0,0,0,9.444
2019/01/19 09:00:00,0,0,0,9.386
2019/01/19 10:00:00,0,0,0,9.497
2019/01/19 11:00:00,0,0,0,9.55
2019/01/19 12:00:00,0,0,0,9.476
2019/01/19 13:00:00,0,0,0,9.418
2019/01/19 14:00:00,0,0,0.001,9.461
2019/01/19 15:00:00,1.177,0.176,0.05,11.091
2019/01/19 16:00:00,2.573,0.403,0.092,14.045
2019/01/19 17:00:00,3.571,0.599,0.116,16.456
2019/01/19 18:00:00,4.173,0.739,0.129,19.015
2019/01/19 19:00:00,4.395,0.797,0.138,20.93
2019/01/19 20:00:00,4.296,0.778,0.139,22.232
2019/01/19 21:00:00,3.727,0.634,0.144,22.655
2019/01/19 22:00:00,2.629,0.381,0.147,22.2
2019/01/19 23:00:00,1.322,0.151,0.113,20.646
2019/01/20 00:00:00,0.235,0.022,0.037,17.462
2019/01/20 01:00:00,0,0,0,15.268
2019/01/20 02:00:00,0,0,0,14.293
2019/01/20 03:00:00,0,0,0,13.605
2019/01/20 04:00:00,0,0,0,13.015
2019/01/20 05:00:00,0,0,0,12.512
2019/01/20 06:00:00,0,0,0,12.232
2019/01/20 07:00:00,0,0,0,12.091
2019/01/20 08:00:00,0,0,0,12.088
2019/01/20 09:00:00,0,0,0,12.16
2019/01/20 10:00:00,0,0,0,12.259
2019/01/20 11:00:00,0,0,0,12.366
2019/01/20 12:00:00,0,0,0,12.588
2019/01/20 13:00:00,0,0,0,12.553
2019/01/20 14:00:00,0,0,0.001,12.469
2019/01/20 15:00:00,0.404,0.034,0.055,13.073
2019/01/20 16:00:00,1.307,0.11,0.145,15.381
2019/01/20 17:00:00,2.097,0.197,0.211,17.354
2019/01/20 18:00:00,2.435,0.22,0.259,18.769
2019/01/20 19:00:00,2.536,0.219,0.283,19.696
2019/01/20 20:00:00,2.267,0.166,0.281,19.719
2019/01/20 21:00:00,1.543,0.07,0.233,19.143
2019/01/20 22:00:00,0.958,0.031,0.162,18.186
2019/01/20 23:00:00,0.586,0.021,0.102,16.91
2019/01/21 00:00:00,0.147,0.011,0.029,15.106
2019/01/21 01:00:00,0,0,0,13.432
2019/01/21 02:00:00,0,0,0,12.955
2019/01/21 03:00:00,0,0,0,12.662
2019/01/21 04:00:00,0,0,0,12.149
2019/01/21 05:00:00,0,0,0,11.874
2019/01/21 06:00:00,0,0,0,11.696
2019/01/21 07:00:00,0,0,0,11.302
2019/01/21 08:00:00,0,0,0,10.645
2019/01/21 09:00:00,0,0,0,9.82
2019/01/21 10:00:00,0,0,0,8.985
2019/01/21 11:00:00,0,0,0,8.487
2019/01/21 12:00:00,0,0,0,7.867
2019/01/21 13:00:00,0,0,0,7.045
2019/01/21 14:00:00,0.013,0.009,0.001,6.398
2019/01/21 15:00:00,1.361,0.206,0.049,7.388
2019/01/21 16:00:00,2.753,0.43,0.088,9.051
2019/01/21 17:00:00,3.723,0.612,0.114,10.54
2019/01/21 18:00:00,4.33,0.74,0.13,11.769
2019/01/21 19:00:00,4.607,0.804,0.136,12.551
2019/01/21 20:00:00,4.573,0.801,0.134,13.029
2019/01/21 21:00:00,4.206,0.724,0.123,13.267
2019/01/21 22:00:00,3.433,0.564,0.108,13.148
2019/01/21 23:00:00,2.217,0.337,0.084,12.463
2019/01/22 00:00:00,0.604,0.089,0.035,10.792
2019/01/22 01:00:00,0,0,0,8.91
2019/01/22 02:00:00,0,0,0,8.131
2019/01/22 03:00:00,0,0,0,7.564
2019/01/22 04:00:00,0,0,0,7.286
2019/01/22 05:00:00,0,0,0,6.923
2019/01/22 06:00:00,0,0,0,6.58
2019/01/22 07:00:00,0,0,0,6.384
2019/01/22 08:00:00,0,0,0,6.258
2019/01/22 09:00:00,0,0,0,6.062
2019/01/22 10:00:00,0,0,0,5.913
2019/01/22 11:00:00,0,0,0,5.669
2019/01/22 12:00:00,0,0,0,5.546
2019/01/22 13:00:00,0,0,0,5.356
2019/01/22 14:00:00,0.009,0.007,0.001,5.14
2019/01/22 15:00:00,1.604,0.253,0.044,6.294
2019/01/22 16:00:00,3.029,0.499,0.074,8.757
2019/01/22 17:00:00,4.024,0.705,0.092,11.482
2019/01/22 18:00:00,4.598,0.84,0.105,13.721
2019/01/22 19:00:00,4.832,0.901,0.112,15.091
2019/01/22 20:00:00,4.747,0.882,0.113,15.73
2019/01/22 21:00:00,4.307,0.776,0.109,15.885
2019/01/22 22:00:00,3.509,0.601,0.097,15.672
2019/01/22 23:00:00,2.283,0.361,0.078,14.7
2019/01/23 00:00:00,0.642,0.095,0.036,11.724
2019/01/23 01:00:00,0,0,0,9.178
2019/01/23 02:00:00,0,0,0,8.318
2019/01/23 03:00:00,0,0,0,7.696
2019/01/23 04:00:00,0,0,0,7.116
2019/01/23 05:00:00,0,0,0,6.559
2019/01/23 06:00:00,0,0,0,6.092
2019/01/23 07:00:00,0,0,0,5.743
2019/01/23 08:00:00,0,0,0,5.513
2019/01/23 09:00:00,0,0,0,5.368
2019/01/23 10:00:00,0,0,0,5.297
2019/01/23 11:00:00,0,0,0,5.329
2019/01/23 12:00:00,0,0,0,5.444
2019/01/23 13:00:00,0,0,0,5.612
2019/01/23 14:00:00,0.001,0.005,0.001,5.767
2019/01/23 15:00:00,1.41,0.214,0.049,7.243
2019/01/23 16:00:00,2.799,0.447,0.085,10.935
2019/01/23 17:00:00,3.792,0.646,0.106,13.316
2019/01/23 18:00:00,4.375,0.781,0.12,15.75
